duong_dan	ten	tac_gia	license	loai	cach_lay
/content/gem-jewel-diamond-glass	Gem Jewel Diamond Glass	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/gem-jewel-diamond-glass roi tai tay
/content/chibi-monsters-set-01	Chibi Monsters Set 01	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/chibi-monsters-set-01 roi tai tay
/content/armor-icons-32x32-px-painterly	Armor Icons 32x32 px (painterly)	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/armor-icons-32x32-px-painterly roi tai tay
/content/retro-tileset	Retro Tileset	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/retro-tileset roi tai tay
/content/lpc-flames	[LPC] Flames	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/lpc-flames roi tai tay
/content/xeon-ultimate-smash-friends	Xeon (Ultimate Smash Friends)	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/xeon-ultimate-smash-friends roi tai tay
/content/trees-mega-pack-cc-by-30-0	Trees: Mega Pack CC-BY 3.0	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/trees-mega-pack-cc-by-30-0 roi tai tay
/content/animated-wizard	Animated Wizard	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/animated-wizard roi tai tay
/content/js-monster-pack-4-ascent	JS Monster Pack 4 - "Ascent"	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/js-monster-pack-4-ascent roi tai tay
/content/background-6	Background	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/background-6 roi tai tay
/content/magic-buttons	Magic Buttons	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/magic-buttons roi tai tay
/content/icicle-spell	Icicle Spell	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/icicle-spell roi tai tay
/content/95-game-icons	95 game icons	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/95-game-icons roi tai tay
/content/animated-warrior	Animated Warrior	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/animated-warrior roi tai tay
/content/hell-hound-character	Hell Hound Character	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/hell-hound-character roi tai tay
/content/lpc-adobe-building-set	[LPC] Adobe Building Set	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/lpc-adobe-building-set roi tai tay
/content/3-rpg-enemy-remixes	3 RPG enemy remixes	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/3-rpg-enemy-remixes roi tai tay
/content/legend-of-fangury-characters-and-tileset-8x8	Legend of Fangury Characters and Tileset (8x8)	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/legend-of-fangury-characters-and-tileset-8x8 roi tai tay
/content/random-pixel-characters	random pixel characters	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/random-pixel-characters roi tai tay
/content/48x48-faces-1st-sheet	48x48 Faces 1st Sheet	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/48x48-faces-1st-sheet roi tai tay
/content/16x18-character-base-template-collage	16x18 Character Base Template Collage	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/16x18-character-base-template-collage roi tai tay
/content/3x-updated-32x32-scifi-roguelike-enemies	3X UPDATED 32x32 Scifi Roguelike Enemies	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/3x-updated-32x32-scifi-roguelike-enemies roi tai tay
/content/unknown-horizons-tileset	Unknown Horizons tileset	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/unknown-horizons-tileset roi tai tay
/content/cute-monster-sprite-sheet	Cute Monster Sprite Sheet	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/cute-monster-sprite-sheet roi tai tay
/content/nihil-ace-spaceship-building-pack-expansion	Nihil Ace spaceship building pack expansion	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/nihil-ace-spaceship-building-pack-expansion roi tai tay
/content/js-monster-set-elementals-ii	JS Monster Set - Elementals II	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/js-monster-set-elementals-ii roi tai tay
/content/2d-city-tileset	2D City tileset	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/2d-city-tileset roi tai tay
/content/animated-ranger	Animated Ranger	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/animated-ranger roi tai tay
/content/1-hour-lpc-enemy	1 Hour LPC Enemy	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/1-hour-lpc-enemy roi tai tay
/content/lpc-imp-2	[LPC] Imp 2	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/lpc-imp-2 roi tai tay
/content/dungeon-stairs	Dungeon Stairs	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/dungeon-stairs roi tai tay
/content/basic-rpg-item-icons-free	Basic RPG Item Icons (Free)	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/basic-rpg-item-icons-free roi tai tay
/content/handpainted-rpg-icons	Handpainted RPG icons	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/handpainted-rpg-icons roi tai tay
/content/fireball-spell	Fireball Spell	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/fireball-spell roi tai tay
/content/js-monster-set-elementals	JS Monster Set - Elementals	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/js-monster-set-elementals roi tai tay
/content/fantasy-class-icons	Fantasy Class Icons	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/fantasy-class-icons roi tai tay
/content/fantasy-rpg-icons	Fantasy RPG Icons	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/fantasy-rpg-icons roi tai tay
/content/18x20-characters-walkattackcast-spritesheet	18x20 Characters Walk/Attack/Cast spritesheet	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/18x20-characters-walkattackcast-spritesheet roi tai tay
/content/twelve-16x18-rpg-character-sprites-including-npcs-and-elementals	Twelve 16x18 RPG character sprites (including NPCs and elementals)	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/twelve-16x18-rpg-character-sprites-including-npcs-and-elementals roi tai tay
/content/lpc-cats-and-dogs	[LPC] Cats and Dogs	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/lpc-cats-and-dogs roi tai tay
/content/16x18-magic-cast-animations-sheet-1-template	16x18 Magic Cast Animations Sheet 1 + Template	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/16x18-magic-cast-animations-sheet-1-template roi tai tay
/content/steampunk-level-tileset-mega-pack-level-tileset-16x16	Steampunk Level Tileset Mega Pack [Level Tileset] [16x16]	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/steampunk-level-tileset-mega-pack-level-tileset-16x16 roi tai tay
/content/top-down-runner	Top Down Runner	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/top-down-runner roi tai tay
/content/animated-minotaur	Animated Minotaur	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/animated-minotaur roi tai tay
/content/anime-style-male-base-sprite	Anime-style male base sprite	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/anime-style-male-base-sprite roi tai tay
/content/ground-tileset-grass-sand	Ground Tileset // Grass & Sand //	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/ground-tileset-grass-sand roi tai tay
/content/city-background-repetitive-2	City Background Repetitive 2	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/city-background-repetitive-2 roi tai tay
/content/16x16-fantasy-pixel-art-vehicles	16x16 fantasy pixel art vehicles	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/16x16-fantasy-pixel-art-vehicles roi tai tay
/content/platformer-tiles-4	Platformer tiles	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/platformer-tiles-4 roi tai tay
/content/m13-cave-platformer-extension	[M13] Cave Platformer Extension	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/m13-cave-platformer-extension roi tai tay
/content/animated-orcs	Animated Orcs	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/animated-orcs roi tai tay
/content/ice-golem-rpg-enemy-sprite	Ice Golem rpg enemy sprite	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/ice-golem-rpg-enemy-sprite roi tai tay
/content/lpc-upholstery	[LPC] Upholstery	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/lpc-upholstery roi tai tay
/content/indoor-tileset	Indoor Tileset	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/indoor-tileset roi tai tay
/content/isometric-hero-and-creatures	Isometric Hero and Creatures	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/isometric-hero-and-creatures roi tai tay
/content/isometric-medieval-city-sim-assets	Isometric Medieval City Sim Assets	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/isometric-medieval-city-sim-assets roi tai tay
/content/dragon-idle-animation	Dragon idle animation	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/dragon-idle-animation roi tai tay
/content/fire-spell-explosion	Fire Spell Explosion	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/fire-spell-explosion roi tai tay
/content/animated-skeleton	Animated Skeleton	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/animated-skeleton roi tai tay
/content/dark-forest-town-tile-set-0	Dark Forest Town Tile Set	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/dark-forest-town-tile-set-0 roi tai tay
/content/city-background-repetitive	City Background Repetitive	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/city-background-repetitive roi tai tay
/content/tribal-hero-69-images	Tribal Hero (69 images)	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/tribal-hero-69-images roi tai tay
/content/tanks-and-trucks	Tanks and Trucks	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/tanks-and-trucks roi tai tay
/content/cat-fighter-addon1-energy-force-master-kit	Cat Fighter Addon1 [ Energy Force Master Kit ]	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/cat-fighter-addon1-energy-force-master-kit roi tai tay
/content/stone-bridge-tiles-32x32	Stone Bridge tiles 32x32	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/stone-bridge-tiles-32x32 roi tai tay
/content/lpc-fireplace	LPC Fireplace	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/lpc-fireplace roi tai tay
/content/animated-traps-and-obstacles	Animated traps and obstacles	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/animated-traps-and-obstacles roi tai tay
/content/broken-tower	Broken Tower	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/broken-tower roi tai tay
/content/explosions-2	Explosions	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/explosions-2 roi tai tay
/content/household-collection-bleeds-game-art	Household Collection - Bleed's Game Art	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/household-collection-bleeds-game-art roi tai tay
/content/pixel-character-0	Pixel Character	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/pixel-character-0 roi tai tay
/content/skeleton-animations	Skeleton animations	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/skeleton-animations roi tai tay
/content/48x48-faces-2nd-sheet	48x48 Faces 2nd Sheet	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/48x48-faces-2nd-sheet roi tai tay
/content/jrpg-chests-16-32-64-and-128px-squared	JRPG Chests (16, 32, 64, and 128px squared)	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/jrpg-chests-16-32-64-and-128px-squared roi tai tay
/content/cartography-brushes-for-gimp	Cartography brushes for GIMP	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/cartography-brushes-for-gimp roi tai tay
/content/deer	Deer	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/deer roi tai tay
/content/low-pixel-school-tileset-and-objects-etc-16x16px	low-pixel school tileset and objects etc. (16x16px)	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/low-pixel-school-tileset-and-objects-etc-16x16px roi tai tay
/content/lpc-ore-and-forge	[LPC] Ore and Forge	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/lpc-ore-and-forge roi tai tay
/content/runes	Runes	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/runes roi tai tay
/content/side-scrolling-fantasy-themed-game-assets	Side-Scrolling Fantasy Themed Game Assets	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/side-scrolling-fantasy-themed-game-assets roi tai tay
/content/demon-flower-monster-sprite-sheet	Demon Flower Monster Sprite Sheet	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/demon-flower-monster-sprite-sheet roi tai tay
/content/1-layer-8-bit-15-color-4-stages-tileset	1 layer 8-bit 15 color 4 stages tileset	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/1-layer-8-bit-15-color-4-stages-tileset roi tai tay
/content/animated-goblins	Animated Goblins	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/animated-goblins roi tai tay
/content/2d-bars	2D Bars	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/2d-bars roi tai tay
/content/lpc-animated-doors	LPC Animated Doors	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/lpc-animated-doors roi tai tay
/content/js-monsters-aeon-monsters-i	JS Monsters - Aeon Monsters I	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/js-monsters-aeon-monsters-i roi tai tay
/content/sorlo-ultimate-smash-friends	Sorlo (Ultimate Smash Friends)	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/sorlo-ultimate-smash-friends roi tai tay
/content/animated-cleric	Animated Cleric	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/animated-cleric roi tai tay
/content/frendens-nes-style-game-tiles	Frenden's NES-style game tiles	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/frendens-nes-style-game-tiles roi tai tay
/content/halloween-gift-for-oga	Halloween gift for OGA	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/halloween-gift-for-oga roi tai tay
/content/lpc-goat	[LPC] Goat	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/lpc-goat roi tai tay
/content/tileset-1bit-color-extention	Tileset 1bit Color - Extention	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/tileset-1bit-color-extention roi tai tay
/content/alternate-lpc-character-sprites-george	Alternate LPC character sprites -- George	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/alternate-lpc-character-sprites-george roi tai tay
/content/8-colors-4-stages-1-layer-64-16x16-tiles	8 colors - 4 stages - 1 layer - 64 16X16 tiles	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/8-colors-4-stages-1-layer-64-16x16-tiles roi tai tay
/content/uiuiuiui	uiuiuiui	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/uiuiuiui roi tai tay
/content/spells-icons	Spells icons	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/spells-icons roi tai tay
/content/twin-dragons	Twin Dragons	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/twin-dragons roi tai tay
/content/pavementstone-tiles-40x40px	Pavement/Stone Tiles (40x40px)	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/pavementstone-tiles-40x40px roi tai tay
/content/lpc-clock-animation	[LPC] Clock Animation	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/lpc-clock-animation roi tai tay
/content/fantasy-portrait-pack-by-ravenmore	Fantasy Portrait Pack by Ravenmore	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/fantasy-portrait-pack-by-ravenmore roi tai tay
/content/basic-gems-icon-set-remix	Basic Gems Icon Set - Remix	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/basic-gems-icon-set-remix roi tai tay
/content/sky-backdrop	Sky Backdrop	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/sky-backdrop roi tai tay
/content/space-ships-side-scroller	Space Ships (side scroller)	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/space-ships-side-scroller roi tai tay
/content/lpc-chicken-rework	LPC Chicken Rework	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/lpc-chicken-rework roi tai tay
/content/16-color-64-tiles-dungeon-01	16 color 64 tiles - Dungeon 01	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/16-color-64-tiles-dungeon-01 roi tai tay
/content/avatar-generator-with-15-trillion-combinations	Avatar Generator with 15+ Trillion Combinations	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/avatar-generator-with-15-trillion-combinations roi tai tay
/content/classic-rpg-tileset	Classic RPG Tileset	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/classic-rpg-tileset roi tai tay
/content/whispers-of-avalon-item-icons	Whispers of Avalon: Item Icons	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/whispers-of-avalon-item-icons roi tai tay
/content/animated-runner-character	Animated Runner Character	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/animated-runner-character roi tai tay
/content/mega-isometric-block-pack	Mega Isometric Block Pack	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/mega-isometric-block-pack roi tai tay
/content/iron-plague-pointercursor	Iron Plague Pointer/Cursor	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/iron-plague-pointercursor roi tai tay
/content/surge-of-opensurge-for-ultimate-smash-friends	Surge, of OpenSurge, for Ultimate Smash Friends!	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/surge-of-opensurge-for-ultimate-smash-friends roi tai tay
/content/open-gunner-starter-kit	Open Gunner Starter Kit	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/open-gunner-starter-kit roi tai tay
/content/lpc-rat-cat-and-dog	[LPC] Rat, Cat and Dog	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/lpc-rat-cat-and-dog roi tai tay
/content/16x18-attack-stances	16x18 Attack stances	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/16x18-attack-stances roi tai tay
/content/24x32-rpg-character-template	24x32 RPG Character Template	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/24x32-rpg-character-template roi tai tay
/content/js-actors-aeon-warriors-field-battle-sprites	JS Actors - Aeon Warriors Field & Battle Sprites	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/js-actors-aeon-warriors-field-battle-sprites roi tai tay
/content/js-monster-set-elementals-iii	JS Monster Set - Elementals III	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/js-monster-set-elementals-iii roi tai tay
/content/flamelings-sprites	Flamelings - Sprites	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/flamelings-sprites roi tai tay
/content/gnarled-tree	Gnarled Tree	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/gnarled-tree roi tai tay
/content/lpc-water-fountain	[LPC] Water Fountain	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/lpc-water-fountain roi tai tay
/content/boardgame-tiles	Boardgame Tiles	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/boardgame-tiles roi tai tay
/content/10-pixel-art-portraits	10 pixel art portraits	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/10-pixel-art-portraits roi tai tay
/content/16x16-jrpg-tilesets-enlarged-2x	16x16 JRPG tilesets enlarged 2x	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/16x16-jrpg-tilesets-enlarged-2x roi tai tay
